id,label
1,0.9998148083686829
2,0.9999738931655884
3,0.9999181032180786
4,0.9998201727867126
5,2.442422555759549e-06
6,6.607116119994316e-06
7,6.0097099776612595e-06
8,6.135450348665472e-06
9,3.985829835073673e-07
10,7.0941655394562986e-06
11,9.035830771608744e-06
12,0.9961870312690735
13,1.557502764626406e-05
14,1.2933433026773855e-05
15,2.734735517151421e-06
16,1.2656891158258077e-05
17,0.9962462782859802
18,0.9999409914016724
19,7.657265814486891e-05
20,0.00030136818531900644
21,0.9998595714569092
22,0.0011930816108360887
23,0.9996219873428345
24,0.9994938373565674
25,4.136356892558979e-06
26,0.9991979002952576
27,0.9992693066596985
28,1.4294089396571508e-06
29,0.01921745389699936
30,0.9979860782623291
31,0.9999438524246216
32,0.9597665071487427
33,0.9998162388801575
34,6.118372084529256e-07
35,4.8996157602232415e-06
36,1.9117775082122535e-05
37,5.726992185373092e-06
38,7.405446922348347e-07
39,0.9850833415985107
40,2.66987262875773e-06
41,0.9984726309776306
42,0.9989035129547119
43,0.999424934387207
44,0.9991739392280579
45,1.7480055248597637e-05
46,0.9999094009399414
47,7.76194610807579e-06
48,0.9999226331710815
49,0.999087929725647
50,1.3589592526841443e-06
51,0.00018924711912404746
52,2.4753737761784578e-06
53,0.00017783482326194644
54,1.3426799341687001e-05
55,9.33017727220431e-05
56,0.9967091083526611
57,0.9998071789741516
58,1.2572120340337278e-06
59,0.9999759197235107
60,2.1112742615514435e-05
61,8.37794857488916e-07
62,0.986873209476471
63,2.4560586098232307e-06
64,0.022428618744015694
65,0.9998506307601929
66,0.9945419430732727
67,0.9990014433860779
68,4.015798185719177e-05
69,0.9990334510803223
70,0.9999525547027588
71,0.9963047504425049
72,0.9999545812606812
73,0.9999288320541382
74,0.9994633793830872
75,0.0010862076887860894
76,0.9993201494216919
77,0.9999872446060181
78,0.9960403442382812
79,0.9926126003265381
80,1.637953391764313e-05
81,0.14226034283638
82,9.3221286078915e-05
83,0.9948537945747375
84,8.432476170128211e-05
85,0.9999669790267944
86,0.9846100807189941
87,0.9996364116668701
88,0.9998683929443359
89,9.41536825393996e-07
90,0.003730158554390073
91,2.9174136670917505e-06
92,1.93766118172789e-06
93,9.242313353752252e-06
94,0.9997820258140564
95,0.9950336217880249
96,6.881734861963196e-07
97,0.9996023774147034
98,0.9990653395652771
99,1.1930311302421615e-05
100,0.0001075607433449477
101,5.213411213844665e-07
102,0.9997977614402771
103,7.315553830267163e-06
104,9.340562428405974e-06
105,0.9997265934944153
106,0.9999381303787231
107,5.380957190936897e-06
108,0.0001656494423514232
109,0.9925380349159241
110,0.9999513626098633
111,0.9998055100440979
112,0.9999388456344604
113,0.9998385906219482
114,0.00018187811656389385
115,1.4564186130883172e-05
116,5.136461368238088e-06
117,1.2115710887883324e-06
118,0.999967098236084
119,0.9992920160293579
120,0.0008698562742210925
121,9.663493983680382e-05
122,7.956993613333907e-06
123,9.525127825327218e-05
124,1.6403513654950075e-05
125,7.03357218299061e-05
126,0.9912514090538025
127,0.9994404911994934
128,7.472862489521503e-05
129,3.6478115816862555e-06
130,0.999749481678009
131,0.9999291896820068
132,0.977616012096405
133,9.96301241684705e-05
134,0.00011218605504836887
135,5.2260293159633875e-05
136,1.3903968465456273e-06
137,0.9995630383491516
138,0.9911972284317017
139,3.3087728752434487e-06
140,2.3116450392990373e-05
141,2.4858488814061275e-06
142,0.9986453652381897
143,0.9999637603759766
144,8.179395808838308e-05
145,5.88987586525036e-06
146,0.9997767806053162
147,0.9995700716972351
148,5.684559073415585e-05
149,2.973517325699504e-07
150,2.5621902821626463e-08
151,0.9984158277511597
152,1.2993961718166247e-05
153,0.0005547875771299005
154,2.402543714197236e-06
155,0.9991268515586853
156,7.87827157182619e-05
157,0.00013287091860547662
158,0.9959839582443237
159,0.9999186992645264
160,0.9982436895370483
161,7.965482495819742e-07
162,1.1122648174932692e-05
163,1.4065264622331597e-05
164,0.9994171857833862
165,2.9114551580278203e-05
166,9.509058145340532e-06
167,0.997031569480896
168,1.982058529392816e-05
169,5.4313018154061865e-06
170,3.2244961403193884e-06
171,5.8849913330050185e-05
172,0.9998273849487305
173,0.9946175217628479
174,9.64834953265381e-07
175,0.999698281288147
176,0.9999898672103882
177,0.9986920952796936
178,0.9997367262840271
179,0.9981579184532166
180,1.916337168950122e-05
181,0.999769389629364
182,0.9994813799858093
183,2.4867783849913394e-06
184,0.00018242800433654338
185,0.0006331055192276835
186,1.4408617516892264e-06
187,3.63853132512304e-07
188,5.020012395107187e-06
189,1.7169862985610962e-05
190,0.9998756647109985
191,6.718525469295855e-07
